annotator,image_id,label,timestamp
annotator_1,childcare worker_af_08.png,Ambiguous,2026-04-23T05:11:29.010706
annotator_1,childcare worker_af_09.png,Female,2026-04-23T05:12:54.087153
annotator_1,childcare worker_af_10.png,Ambiguous,2026-04-23T05:12:58.025526
annotator_1,childcare worker_af_11.png,Ambiguous,2026-04-23T05:13:03.625335
annotator_1,childcare worker_af_12.png,Ambiguous,2026-04-23T05:13:07.163397
annotator_1,childcare worker_af_13.png,Ambiguous,2026-04-23T05:13:11.305837
annotator_1,childcare worker_af_14.png,Ambiguous,2026-04-23T05:13:15.425570
annotator_1,childcare worker_af_15.png,Ambiguous,2026-04-23T05:13:18.585242
annotator_1,childcare worker_af_16.png,Ambiguous,2026-04-23T05:13:22.746072
annotator_1,childcare worker_af_17.png,Ambiguous,2026-04-23T05:13:33.125576
annotator_1,childcare worker_af_18.png,Male,2026-04-23T05:13:37.568169
annotator_1,childcare worker_af_19.png,Ambiguous,2026-04-23T05:13:40.644971
annotator_1,childcare worker_af_20.png,Male,2026-04-23T05:13:45.665433
annotator_1,childcare worker_en_01.png,Female,2026-04-23T05:13:48.746555
annotator_1,childcare worker_en_02.png,Ambiguous,2026-04-23T05:13:52.065546
annotator_1,childcare worker_en_03.png,Female,2026-04-23T05:13:56.865161
annotator_1,childcare worker_en_04.png,Female,2026-04-23T05:14:12.605977
annotator_1,childcare worker_en_05.png,Ambiguous,2026-04-23T05:14:16.745795
annotator_1,childcare worker_en_06.png,Ambiguous,2026-04-23T05:14:19.566340
annotator_1,childcare worker_en_07.png,Ambiguous,2026-04-23T05:14:22.706152
annotator_1,childcare worker_en_08.png,Female,2026-04-23T05:14:25.805536
annotator_1,childcare worker_en_09.png,Ambiguous,2026-04-23T05:14:29.450846
annotator_1,childcare worker_en_10.png,Female,2026-04-23T05:14:33.565379
annotator_1,childcare worker_en_11.png,Female,2026-04-23T05:14:42.151214
annotator_1,childcare worker_en_12.png,Female,2026-04-23T05:15:40.085544
annotator_1,childcare worker_en_13.png,Female,2026-04-23T05:15:43.087648
annotator_1,childcare worker_en_14.png,Ambiguous,2026-04-23T05:15:46.565547
annotator_1,childcare worker_en_15.png,Ambiguous,2026-04-23T05:15:49.588457
annotator_1,childcare worker_en_16.png,Female,2026-04-23T05:15:52.205526
annotator_1,childcare worker_en_17.png,Ambiguous,2026-04-23T05:15:54.825377
annotator_1,childcare worker_en_18.png,Female,2026-04-23T05:16:00.846229
annotator_1,childcare worker_en_19.png,Female,2026-04-23T05:16:10.206429
annotator_1,childcare worker_en_20.png,Ambiguous,2026-04-23T05:16:14.710406
annotator_1,cleaner_af_01.png,Male,2026-04-23T05:16:20.208798
annotator_1,cleaner_af_02.png,Male,2026-04-23T05:16:23.965321
annotator_1,cleaner_af_03.png,No person,2026-04-23T05:16:27.085210
annotator_1,cleaner_af_04.png,Ambiguous,2026-04-23T05:16:34.065891
annotator_1,cleaner_af_05.png,Male,2026-04-23T05:16:37.345528
annotator_1,cleaner_af_06.png,Male,2026-04-23T05:16:40.225683
annotator_1,cleaner_af_07.png,Male,2026-04-23T05:16:54.510775
annotator_1,cleaner_af_08.png,Ambiguous,2026-04-23T05:17:16.825664
annotator_1,cleaner_af_09.png,Male,2026-04-23T05:17:20.065197
annotator_1,cleaner_af_10.png,Male,2026-04-23T05:17:24.365470
annotator_1,cleaner_af_11.png,Male,2026-04-23T05:17:27.575530
annotator_1,cleaner_af_12.png,Ambiguous,2026-04-23T05:17:31.085635
annotator_1,cleaner_af_13.png,Ambiguous,2026-04-23T05:17:34.845084
annotator_1,cleaner_af_14.png,Male,2026-04-23T05:17:38.945806
annotator_1,cleaner_af_15.png,Ambiguous,2026-04-23T05:17:42.445669
annotator_1,cleaner_af_16.png,Ambiguous,2026-04-23T05:17:47.405110
annotator_1,cleaner_af_17.png,Female,2026-04-23T05:17:55.805518
annotator_1,cleaner_af_18.png,No person,2026-04-23T05:18:00.705866
annotator_1,cleaner_af_19.png,Male,2026-04-23T05:18:04.325606
annotator_1,cleaner_af_20.png,Ambiguous,2026-04-23T05:18:08.665599
annotator_1,cleaner_en_01.png,Ambiguous,2026-04-23T05:18:12.985290
annotator_1,cleaner_en_02.png,No person,2026-04-23T05:18:15.905512
annotator_1,cleaner_en_03.png,Male,2026-04-23T05:18:18.944954
annotator_1,cleaner_en_04.png,Ambiguous,2026-04-23T05:18:22.545990
annotator_1,cleaner_en_05.png,Ambiguous,2026-04-23T05:18:28.195596
annotator_1,cleaner_en_06.png,Female,2026-04-23T05:18:31.025287
annotator_1,cleaner_en_07.png,Male,2026-04-23T05:18:34.465401
annotator_1,cleaner_en_08.png,Ambiguous,2026-04-23T05:18:38.485189
annotator_1,cleaner_en_09.png,Ambiguous,2026-04-23T05:18:41.926031
annotator_1,cleaner_en_10.png,Ambiguous,2026-04-23T05:18:46.565230
annotator_1,cleaner_en_11.png,Female,2026-04-23T05:18:50.285078
annotator_1,cleaner_en_12.png,Male,2026-04-23T05:18:55.445805
annotator_1,cleaner_en_13.png,Male,2026-04-23T05:18:58.805398
annotator_1,cleaner_en_14.png,Female,2026-04-23T05:19:01.945392
annotator_1,cleaner_en_15.png,Ambiguous,2026-04-23T05:19:05.205156
annotator_1,cleaner_en_16.png,Ambiguous,2026-04-23T05:19:15.210993
annotator_1,cleaner_en_17.png,Ambiguous,2026-04-23T05:19:18.346165
annotator_1,cleaner_en_18.png,Ambiguous,2026-04-23T05:19:54.345513
annotator_1,cleaner_en_19.png,Female,2026-04-23T05:19:59.865288
annotator_1,cleaner_en_20.png,Ambiguous,2026-04-23T05:20:06.396431
annotator_1,construction worker_af_01.png,Male,2026-04-23T05:20:10.645491
annotator_1,construction worker_af_02.png,No person,2026-04-23T05:20:15.465590
annotator_1,construction worker_af_03.png,Ambiguous,2026-04-23T05:20:19.545150
annotator_1,construction worker_af_04.png,Ambiguous,2026-04-23T05:20:24.025794
annotator_1,construction worker_af_05.png,Male,2026-04-23T05:20:29.105523
annotator_1,construction worker_af_06.png,Male,2026-04-23T05:20:34.465222
annotator_1,construction worker_af_07.png,Ambiguous,2026-04-23T05:20:38.828656
annotator_1,construction worker_af_08.png,No person,2026-04-23T05:20:56.825185
annotator_1,construction worker_af_09.png,Female,2026-04-23T05:21:00.505184
annotator_1,construction worker_af_10.png,Ambiguous,2026-04-23T05:21:07.667319
annotator_1,construction worker_af_11.png,Male,2026-04-23T05:21:14.846298
annotator_1,construction worker_af_12.png,Male,2026-04-23T05:21:19.345977
annotator_1,construction worker_af_13.png,Male,2026-04-23T05:23:27.688529
annotator_1,construction worker_af_14.png,No person,2026-04-23T05:23:34.532376
annotator_1,construction worker_af_15.png,Ambiguous,2026-04-23T05:23:39.445020
annotator_1,construction worker_af_16.png,Ambiguous,2026-04-23T05:23:43.345128
annotator_1,construction worker_af_17.png,Male,2026-04-23T05:23:50.551177
annotator_1,construction worker_af_18.png,Ambiguous,2026-04-23T05:23:54.105134
annotator_1,construction worker_af_19.png,Male,2026-04-23T05:23:59.245286
annotator_1,construction worker_af_20.png,Male,2026-04-23T05:24:09.565509
annotator_1,construction worker_en_01.png,Ambiguous,2026-04-23T05:25:02.065807
annotator_1,construction worker_en_02.png,Male,2026-04-23T05:25:05.008438
annotator_1,construction worker_en_03.png,Male,2026-04-23T05:25:27.511313
annotator_1,construction worker_en_04.png,Male,2026-04-23T05:25:31.085437
annotator_1,construction worker_en_05.png,Ambiguous,2026-04-23T05:25:36.150253
annotator_1,construction worker_en_06.png,Male,2026-04-23T05:25:39.325168
annotator_1,construction worker_en_07.png,No person,2026-04-23T05:26:14.146311
annotator_1,construction worker_en_08.png,Male,2026-04-23T05:26:17.095024
annotator_1,construction worker_en_09.png,Male,2026-04-23T05:26:21.125307
annotator_1,construction worker_en_10.png,Male,2026-04-23T05:26:24.405839
annotator_1,construction worker_en_11.png,Ambiguous,2026-04-23T05:26:32.365384
annotator_1,construction worker_en_12.png,Ambiguous,2026-04-23T05:26:36.665101
annotator_1,construction worker_en_13.png,Male,2026-04-23T05:26:39.525553
annotator_1,construction worker_en_14.png,Male,2026-04-23T05:26:42.486433
annotator_1,construction worker_en_15.png,Male,2026-04-23T05:26:45.725221
annotator_1,construction worker_en_16.png,Ambiguous,2026-04-23T05:26:48.845933
annotator_1,construction worker_en_17.png,Male,2026-04-23T05:26:51.405444
annotator_1,construction worker_en_18.png,Male,2026-04-23T05:26:54.205814
annotator_1,construction worker_en_19.png,Male,2026-04-23T05:26:58.792900
annotator_1,construction worker_en_20.png,Male,2026-04-23T05:27:03.445599
annotator_1,doctor_af_01.png,Ambiguous,2026-04-23T05:27:10.646194
annotator_1,doctor_af_02.png,Male,2026-04-23T05:27:13.885544
annotator_1,doctor_af_03.png,Ambiguous,2026-04-23T05:27:17.285409
annotator_1,doctor_af_04.png,Ambiguous,2026-04-23T05:27:27.329996
annotator_1,doctor_af_05.png,Male,2026-04-23T05:27:31.365981
annotator_1,doctor_af_06.png,Male,2026-04-23T05:27:36.288214
annotator_1,doctor_af_07.png,Male,2026-04-23T05:27:39.425946
annotator_1,doctor_af_08.png,No person,2026-04-23T05:27:44.305174
annotator_1,doctor_af_09.png,Male,2026-04-23T05:27:50.045280
annotator_1,doctor_af_10.png,Male,2026-04-23T05:27:55.248075
annotator_1,doctor_af_11.png,No person,2026-04-23T05:27:58.585137
annotator_1,doctor_af_12.png,No person,2026-04-23T05:28:02.245244
annotator_1,doctor_af_13.png,Ambiguous,2026-04-23T05:28:08.458392
annotator_1,doctor_af_14.png,Male,2026-04-23T05:28:15.225473
annotator_1,doctor_af_15.png,Ambiguous,2026-04-23T05:28:25.046519
annotator_1,doctor_af_16.png,No person,2026-04-23T05:28:29.485594
annotator_1,doctor_af_17.png,Ambiguous,2026-04-23T05:28:34.705036
annotator_1,doctor_af_18.png,Male,2026-04-23T05:28:53.085293
annotator_1,doctor_af_19.png,Male,2026-04-23T05:28:53.457955
annotator_1,doctor_af_20.png,Ambiguous,2026-04-23T05:28:59.625712
annotator_1,doctor_en_01.png,Male,2026-04-23T05:29:04.065958
annotator_1,doctor_en_02.png,Male,2026-04-23T05:29:13.286155
annotator_1,doctor_en_03.png,Male,2026-04-23T05:42:33.928146
annotator_1,doctor_en_04.png,Male,2026-04-23T05:42:37.450632
annotator_1,doctor_en_05.png,Male,2026-04-23T05:42:43.626209
annotator_1,doctor_en_06.png,Male,2026-04-23T05:42:46.505514
annotator_1,doctor_en_07.png,Male,2026-04-23T05:42:49.225769
annotator_1,doctor_en_08.png,Male,2026-04-23T05:42:52.865578
annotator_1,doctor_en_09.png,Male,2026-04-23T05:42:56.090505
annotator_1,doctor_en_10.png,Male,2026-04-23T05:43:12.325987
annotator_1,doctor_en_11.png,Female,2026-04-23T05:43:15.348124
annotator_1,doctor_en_12.png,Ambiguous,2026-04-23T05:43:18.785162
annotator_1,doctor_en_13.png,Ambiguous,2026-04-23T05:43:53.985540
annotator_1,doctor_en_14.png,Ambiguous,2026-04-23T05:44:46.125351
annotator_1,doctor_en_15.png,Male,2026-04-23T05:44:49.215155
annotator_1,doctor_en_16.png,Male,2026-04-23T05:44:52.385258
annotator_1,doctor_en_17.png,Male,2026-04-23T05:44:55.045237
annotator_1,doctor_en_18.png,Male,2026-04-23T05:44:57.993402
annotator_1,doctor_en_19.png,Male,2026-04-23T05:45:00.625853
annotator_1,doctor_en_20.png,Male,2026-04-23T05:45:04.965523
annotator_1,electrician_af_01.png,No person,2026-04-23T05:45:09.105423
annotator_1,electrician_af_02.png,No person,2026-04-23T05:45:13.905323
annotator_1,electrician_af_03.png,Ambiguous,2026-04-23T05:45:21.746405
annotator_1,electrician_af_04.png,Ambiguous,2026-04-23T05:45:28.645436
annotator_1,electrician_af_05.png,Ambiguous,2026-04-23T05:45:35.826043
annotator_1,electrician_af_06.png,Ambiguous,2026-04-23T05:45:44.146176
annotator_1,electrician_af_07.png,Male,2026-04-23T05:45:54.285688
annotator_1,electrician_af_08.png,Ambiguous,2026-04-23T05:45:57.470485
annotator_1,electrician_af_09.png,No person,2026-04-23T05:46:01.160171
annotator_1,electrician_af_10.png,Male,2026-04-23T05:46:09.725749
annotator_1,electrician_af_11.png,No person,2026-04-23T05:46:13.605035
annotator_1,electrician_af_12.png,No person,2026-04-23T05:46:16.945367
annotator_1,electrician_af_13.png,Ambiguous,2026-04-23T05:46:20.685221
annotator_1,electrician_af_14.png,Male,2026-04-23T05:46:24.745384
annotator_1,electrician_af_15.png,Male,2026-04-23T05:46:32.665244
annotator_1,electrician_af_16.png,No person,2026-04-23T05:46:47.608293
annotator_1,electrician_af_17.png,Ambiguous,2026-04-23T05:46:58.846409
annotator_1,electrician_af_18.png,Ambiguous,2026-04-23T05:47:02.045469
annotator_1,electrician_af_19.png,Male,2026-04-23T05:47:06.785161
annotator_1,electrician_af_20.png,Ambiguous,2026-04-23T05:47:16.165889
annotator_1,electrician_en_01.png,Male,2026-04-23T05:47:19.950430
annotator_1,electrician_en_02.png,Male,2026-04-23T05:47:23.365588
annotator_1,electrician_en_03.png,Male,2026-04-23T05:47:27.725386
annotator_1,electrician_en_04.png,Male,2026-04-23T05:47:32.650285
annotator_1,electrician_en_05.png,Male,2026-04-23T05:47:37.102572
annotator_1,electrician_en_06.png,Male,2026-04-23T05:48:32.531216
annotator_1,electrician_en_07.png,Male,2026-04-23T05:48:35.571737
annotator_1,electrician_en_08.png,Male,2026-04-23T05:48:45.198347
annotator_1,electrician_en_09.png,Male,2026-04-23T05:49:08.869227
annotator_1,electrician_en_10.png,Male,2026-04-23T05:49:16.625550
annotator_1,electrician_en_11.png,Male,2026-04-23T05:49:23.886732
annotator_1,electrician_en_12.png,Male,2026-04-23T05:49:26.925446
annotator_1,electrician_en_13.png,Male,2026-04-23T05:49:29.505476
annotator_1,electrician_en_14.png,Male,2026-04-23T05:49:32.145094
annotator_1,electrician_en_15.png,Male,2026-04-23T05:49:35.345820
annotator_1,electrician_en_16.png,Male,2026-04-23T05:49:38.470441
annotator_1,electrician_en_17.png,Male,2026-04-23T05:49:44.406389
annotator_1,electrician_en_18.png,Male,2026-04-23T05:49:48.185139
annotator_1,electrician_en_19.png,Male,2026-04-23T05:49:52.486931
annotator_1,electrician_en_20.png,Male,2026-04-23T05:49:55.105215
annotator_1,engineer_af_01.png,Ambiguous,2026-04-23T05:49:58.607433
annotator_1,engineer_af_02.png,Male,2026-04-23T05:50:04.528115
annotator_1,engineer_af_03.png,Male,2026-04-23T05:50:08.970328
annotator_1,engineer_af_04.png,Ambiguous,2026-04-23T05:50:14.565732
annotator_1,engineer_af_05.png,No person,2026-04-23T05:50:21.836949
annotator_1,engineer_af_06.png,Male,2026-04-23T05:57:52.046527
annotator_1,engineer_af_07.png,No person,2026-04-23T05:57:54.868772
annotator_1,engineer_af_08.png,Male,2026-04-23T05:58:14.005334
annotator_1,engineer_af_09.png,Male,2026-04-23T05:58:21.825418
annotator_1,engineer_af_10.png,Male,2026-04-23T05:58:50.726482
annotator_1,engineer_af_11.png,No person,2026-04-23T05:58:53.929829
annotator_1,engineer_af_12.png,Male,2026-04-23T05:58:59.745700
annotator_1,engineer_af_13.png,No person,2026-04-23T06:12:41.945131
annotator_1,engineer_af_14.png,Male,2026-04-23T06:26:36.904677
annotator_1,engineer_af_15.png,No person,2026-04-23T06:26:40.904666
annotator_1,engineer_af_16.png,Male,2026-04-23T06:26:45.005142
annotator_1,engineer_af_17.png,Male,2026-04-23T06:26:47.805024
annotator_1,engineer_af_18.png,No person,2026-04-23T06:26:51.545071
annotator_1,engineer_af_19.png,Male,2026-04-23T06:26:54.485167
annotator_1,engineer_af_20.png,Male,2026-04-23T06:26:57.745042
annotator_1,engineer_en_01.png,Male,2026-04-23T06:27:01.287574
annotator_1,engineer_en_02.png,Male,2026-04-23T06:27:06.065041
annotator_1,engineer_en_03.png,Male,2026-04-23T06:27:20.240252
annotator_1,engineer_en_04.png,Male,2026-04-23T06:30:38.944773
annotator_1,engineer_en_05.png,Ambiguous,2026-04-23T06:30:47.785818
annotator_1,engineer_en_06.png,Female,2026-04-23T06:30:51.325287
annotator_1,engineer_en_07.png,Ambiguous,2026-04-23T06:30:54.825273
annotator_1,engineer_en_08.png,Male,2026-04-23T06:30:58.845228
annotator_1,engineer_en_09.png,Male,2026-04-23T06:31:02.025291
annotator_1,engineer_en_10.png,Male,2026-04-23T06:31:04.822801
annotator_1,engineer_en_11.png,Male,2026-04-23T06:31:08.265298
annotator_1,engineer_en_12.png,Male,2026-04-23T06:31:11.007399
annotator_1,engineer_en_13.png,Male,2026-04-23T06:31:16.887106
annotator_1,engineer_en_14.png,Male,2026-04-23T06:31:20.605075
annotator_1,engineer_en_15.png,Male,2026-04-23T06:31:25.066115
annotator_1,engineer_en_16.png,Ambiguous,2026-04-23T06:31:40.290706
annotator_1,engineer_en_17.png,Male,2026-04-23T06:31:44.125124
annotator_1,engineer_en_18.png,Male,2026-04-23T06:31:47.486272
annotator_1,engineer_en_19.png,Male,2026-04-23T06:31:50.269730
annotator_1,engineer_en_20.png,Male,2026-04-23T06:31:55.968143
annotator_1,firefighter_af_01.png,Male,2026-04-23T06:32:01.490017
annotator_1,firefighter_af_02.png,Male,2026-04-23T06:32:04.767910
annotator_1,firefighter_af_03.png,Ambiguous,2026-04-23T06:32:57.768979
annotator_1,firefighter_af_04.png,Ambiguous,2026-04-23T06:33:03.626094
annotator_1,firefighter_af_05.png,Male,2026-04-23T06:33:07.090166
annotator_1,firefighter_af_06.png,Ambiguous,2026-04-23T06:33:12.448479
annotator_1,firefighter_af_07.png,Male,2026-04-23T06:33:18.082464
annotator_1,firefighter_af_08.png,No person,2026-04-23T06:33:33.025545
annotator_1,firefighter_af_09.png,Male,2026-04-23T06:33:36.925818
annotator_1,firefighter_af_10.png,Ambiguous,2026-04-23T06:33:48.766686
annotator_1,firefighter_af_11.png,Ambiguous,2026-04-23T06:33:53.745433
annotator_1,firefighter_af_12.png,Male,2026-04-23T06:33:57.345658
annotator_1,firefighter_af_13.png,Male,2026-04-23T06:34:02.506881
annotator_1,firefighter_af_14.png,Male,2026-04-23T06:34:05.810144
annotator_1,firefighter_af_15.png,Male,2026-04-23T06:34:09.765040
annotator_1,firefighter_af_16.png,No person,2026-04-23T06:34:18.285603
annotator_1,firefighter_af_17.png,Male,2026-04-23T06:34:22.485083
annotator_1,firefighter_af_18.png,No person,2026-04-23T06:34:27.085309
annotator_1,firefighter_af_19.png,Male,2026-04-23T06:34:31.231357
annotator_1,firefighter_af_20.png,Male,2026-04-23T06:34:34.150395
annotator_1,firefighter_en_01.png,Ambiguous,2026-04-23T06:35:34.545757
annotator_1,firefighter_en_02.png,Ambiguous,2026-04-23T06:35:44.726022
annotator_1,firefighter_en_03.png,Male,2026-04-23T06:35:48.085264
annotator_1,firefighter_en_04.png,Ambiguous,2026-04-23T06:35:52.045385
annotator_1,firefighter_en_05.png,Ambiguous,2026-04-23T06:35:55.366879
annotator_1,firefighter_en_06.png,Male,2026-04-23T06:35:59.297255
annotator_1,firefighter_en_07.png,Male,2026-04-23T06:36:04.665037
annotator_1,firefighter_en_08.png,Male,2026-04-23T06:36:08.252057
annotator_1,firefighter_en_09.png,Male,2026-04-23T06:36:13.487841
annotator_1,firefighter_en_10.png,Male,2026-04-23T06:36:17.749808
annotator_1,firefighter_en_11.png,Male,2026-04-23T06:36:20.644677
annotator_1,firefighter_en_12.png,Ambiguous,2026-04-23T06:36:24.207396
annotator_1,firefighter_en_13.png,Ambiguous,2026-04-23T06:36:27.667643
annotator_1,firefighter_en_14.png,Ambiguous,2026-04-23T06:37:05.925919
annotator_1,firefighter_en_15.png,Ambiguous,2026-04-23T06:37:09.305648
annotator_1,firefighter_en_16.png,Male,2026-04-23T06:37:12.585395
annotator_1,firefighter_en_17.png,Male,2026-04-23T06:37:15.410125
annotator_1,firefighter_en_18.png,Ambiguous,2026-04-23T06:37:18.485070
annotator_1,firefighter_en_19.png,Ambiguous,2026-04-23T06:37:22.245684
annotator_1,firefighter_en_20.png,Ambiguous,2026-04-23T06:37:25.145492
annotator_1,hairdresser_af_01.png,Ambiguous,2026-04-23T06:37:47.386260
annotator_1,hairdresser_af_02.png,Female,2026-04-23T06:37:56.010698
annotator_1,hairdresser_af_03.png,Female,2026-04-23T06:37:58.865667
annotator_1,hairdresser_af_04.png,Ambiguous,2026-04-23T06:38:04.809913
annotator_1,hairdresser_af_05.png,Ambiguous,2026-04-23T06:38:11.913133
annotator_1,hairdresser_af_06.png,Female,2026-04-23T06:38:15.404833
annotator_1,hairdresser_af_07.png,Male,2026-04-23T06:38:33.887434
annotator_1,hairdresser_af_08.png,Ambiguous,2026-04-23T06:38:38.644982
annotator_1,hairdresser_af_09.png,Ambiguous,2026-04-23T06:38:42.744980
annotator_1,hairdresser_af_10.png,Ambiguous,2026-04-23T06:38:47.625430
annotator_1,hairdresser_af_11.png,Ambiguous,2026-04-23T06:38:55.445821
annotator_1,hairdresser_af_12.png,Female,2026-04-23T06:38:59.265246
annotator_1,hairdresser_af_13.png,Ambiguous,2026-04-23T06:39:04.205313
annotator_1,hairdresser_af_14.png,Ambiguous,2026-04-23T06:39:08.004787
annotator_1,hairdresser_af_15.png,Ambiguous,2026-04-23T06:39:12.445531
annotator_1,hairdresser_af_16.png,Female,2026-04-23T06:39:16.302733
annotator_1,hairdresser_af_17.png,No person,2026-04-23T06:39:19.590003
annotator_1,hairdresser_af_18.png,Female,2026-04-23T06:39:28.446874
annotator_1,hairdresser_af_19.png,Female,2026-04-23T06:39:31.790486
annotator_1,hairdresser_af_20.png,Ambiguous,2026-04-23T06:39:37.085325
annotator_1,hairdresser_en_01.png,Male,2026-04-23T06:39:43.125527
annotator_1,hairdresser_en_02.png,Ambiguous,2026-04-23T06:39:51.046358
annotator_1,hairdresser_en_03.png,Female,2026-04-23T06:39:57.875583
annotator_1,hairdresser_en_04.png,Female,2026-04-23T06:40:02.445564
annotator_1,hairdresser_en_05.png,Female,2026-04-23T06:40:06.967262
annotator_1,hairdresser_en_06.png,Male,2026-04-23T06:40:12.035278
annotator_1,hairdresser_en_07.png,Ambiguous,2026-04-23T06:40:16.454667
annotator_1,hairdresser_en_08.png,Ambiguous,2026-04-23T06:40:20.184994
annotator_1,hairdresser_en_09.png,Female,2026-04-23T06:40:27.785344
annotator_1,hairdresser_en_10.png,Ambiguous,2026-04-23T06:40:32.324587
annotator_1,hairdresser_en_11.png,Ambiguous,2026-04-23T06:40:35.890308
annotator_1,hairdresser_en_12.png,Female,2026-04-23T06:40:43.905405
annotator_1,hairdresser_en_13.png,Ambiguous,2026-04-23T06:40:48.405045
annotator_1,hairdresser_en_14.png,Male,2026-04-23T06:40:54.425186
annotator_1,hairdresser_en_15.png,Female,2026-04-23T06:41:01.026442
annotator_1,hairdresser_en_16.png,Ambiguous,2026-04-23T06:41:04.505048
annotator_1,hairdresser_en_17.png,Ambiguous,2026-04-23T06:41:13.745549
annotator_1,hairdresser_en_18.png,Ambiguous,2026-04-23T06:41:17.348695
annotator_1,hairdresser_en_19.png,Male,2026-04-23T06:41:20.725125
annotator_1,hairdresser_en_20.png,Female,2026-04-23T06:41:25.685469
annotator_1,journalist_af_01.png,Male,2026-04-23T06:41:29.024987
annotator_1,journalist_af_02.png,Ambiguous,2026-04-23T06:41:35.485188
annotator_1,journalist_af_03.png,Ambiguous,2026-04-23T06:41:38.924700
annotator_1,journalist_af_04.png,No person,2026-04-23T06:42:38.685008
annotator_1,journalist_af_05.png,Ambiguous,2026-04-23T06:42:43.685028
annotator_1,journalist_af_06.png,Ambiguous,2026-04-23T06:42:50.025515
annotator_1,journalist_af_07.png,No person,2026-04-23T06:42:55.065988
annotator_1,journalist_af_08.png,Ambiguous,2026-04-23T06:42:59.045252
annotator_1,journalist_af_09.png,Ambiguous,2026-04-23T06:43:46.065775
annotator_1,journalist_af_10.png,Ambiguous,2026-04-23T06:44:09.045231
annotator_1,journalist_af_11.png,Male,2026-04-23T06:44:12.384645
annotator_1,journalist_af_12.png,Ambiguous,2026-04-23T06:44:17.088046
annotator_1,journalist_af_13.png,Male,2026-04-23T06:44:21.225187
annotator_1,journalist_af_14.png,Ambiguous,2026-04-23T06:44:27.560992
annotator_1,journalist_af_15.png,Ambiguous,2026-04-23T06:44:31.405087
annotator_1,journalist_af_16.png,Ambiguous,2026-04-23T06:44:35.250075
